Count of combinations
% num: 1048576
dict_keys(['k_10', 'k_12', 'k_2', 'k_9'])
(15, 1, 2, 5): 32
(14, 4, 2, 0): 32
(14, 3, 2, 6): 64
(15, 14, 2, 2): 64
(15, 9, 2, 15): 64
(3, 7, 8, 2): 32
(10, 13, 2, 15): 64
(3, 0, 8, 13): 48
(15, 7, 2, 0): 64
(15, 10, 2, 14): 64
(10, 0, 2, 3): 64
(15, 9, 2, 5): 32
(10, 7, 2, 7): 64
(3, 4, 2, 6): 48
(14, 15, 0, 15): 64
(10, 2, 2, 10): 64
(15, 8, 2, 5): 32
(15, 5, 2, 7): 64
(10, 9, 2, 5): 32
(14, 11, 0, 3): 64
(15, 2, 2, 1): 64
(15, 9, 2, 10): 64
(15, 6, 2, 0): 64
(3, 13, 2, 12): 48
(15, 7, 2, 5): 64
(14, 13, 0, 13): 32
(15, 3, 2, 4): 64
(12, 0, 8, 0): 96
(12, 7, 8, 7): 128
(10, 6, 2, 0): 64
(0, 9, 8, 1): 48
(10, 4, 2, 6): 64
(12, 12, 8, 5): 96
(8, 0, 2, 2): 96
(10, 3, 2, 4): 64
(12, 2, 8, 11): 128
(15, 3, 2, 11): 64
(0, 4, 8, 5): 80
(15, 8, 2, 0): 32
(8, 13, 2, 15): 96
(0, 12, 8, 2): 80
(12, 8, 2, 9): 32
(15, 6, 2, 6): 64
(11, 13, 2, 3): 64
(15, 4, 2, 4): 96
(11, 2, 2, 7): 64
(14, 5, 2, 5): 32
(0, 0, 8, 14): 80
(12, 5, 2, 13): 32
(11, 7, 2, 10): 64
(15, 11, 0, 15): 64
(12, 6, 8, 10): 128
(11, 5, 2, 5): 32
(12, 13, 8, 1): 96
(8, 12, 2, 14): 96
(0, 5, 8, 0): 80
(8, 0, 2, 7): 96
(12, 3, 8, 6): 128
(14, 3, 2, 0): 64
(15, 15, 0, 3): 64
(8, 15, 2, 1): 64
(8, 1, 2, 3): 96
(12, 1, 8, 4): 96
(8, 13, 2, 10): 96
(0, 8, 8, 4): 48
(14, 6, 2, 4): 64
(12, 4, 2, 8): 32
(8, 11, 2, 5): 64
(11, 4, 2, 11): 64
(15, 1, 0, 13): 32
(12, 9, 2, 12): 32
(1, 9, 8, 13): 48
(1, 2, 8, 13): 96
(11, 3, 2, 0): 64
(13, 1, 8, 0): 96
(1, 11, 8, 3): 64
(9, 10, 2, 2): 64
(13, 3, 8, 7): 128
(11, 8, 2, 6): 64
(11, 6, 2, 4): 64
(4, 7, 8, 8): 96
(1, 13, 8, 1): 48
(9, 14, 2, 15): 64
(13, 6, 8, 11): 128
(13, 9, 8, 15): 32
(8, 12, 2, 11): 96
(8, 14, 2, 0): 64
(8, 1, 2, 6): 96
(8, 10, 2, 4): 64
(13, 4, 8, 2): 32
(4, 15, 8, 7): 64
(4, 13, 8, 1): 48
(9, 11, 2, 14): 64
(13, 2, 8, 10): 128
(13, 12, 8, 1): 96
(9, 15, 2, 3): 64
(1, 12, 8, 4): 48
(13, 7, 8, 6): 128
(9, 10, 2, 7): 64
(9, 1, 2, 1): 32
(13, 5, 8, 3): 32
(2, 4, 8, 13): 48
(1, 10, 8, 6): 64
(9, 14, 2, 10): 64
(2, 15, 8, 3): 64
(13, 8, 8, 14): 32
(9, 12, 2, 5): 32
(10, 1, 2, 6): 64
(4, 10, 8, 6): 64
(0, 13, 8, 13): 48
(4, 12, 8, 4): 48
(2, 13, 8, 10): 80
(5, 11, 8, 15): 64
(14, 6, 8, 15): 64
(5, 13, 8, 13): 48
(10, 8, 2, 0): 32
(9, 11, 2, 11): 64
(14, 3, 8, 2): 64
(5, 15, 8, 3): 64
(9, 13, 2, 0): 32
(14, 1, 8, 13): 32
(9, 15, 2, 6): 64
(0, 10, 8, 9): 96
(9, 0, 2, 4): 32
(14, 14, 8, 10): 64
(14, 8, 8, 1): 96
(10, 9, 2, 14): 64
(2, 0, 8, 4): 48
(0, 14, 8, 12): 96
(14, 10, 8, 6): 64
(10, 5, 2, 3): 64
(0, 3, 8, 11): 32
(0, 4, 8, 0): 80
(0, 6, 8, 6): 32
(11, 1, 2, 10): 64
(10, 6, 2, 7): 64
(14, 2, 2, 3): 64
(3, 13, 8, 8): 80
(5, 3, 8, 11): 32
(14, 0, 2, 8): 32
(11, 12, 2, 6): 64
(3, 15, 8, 15): 64
(14, 7, 2, 14): 64
(10, 3, 2, 10): 64
(5, 6, 8, 6): 32
(10, 8, 2, 5): 32
(11, 8, 2, 4): 96
(5, 8, 8, 4): 48
(3, 11, 8, 3): 64
(15, 3, 8, 15): 64
(11, 4, 2, 0): 32
(6, 0, 8, 13): 48
(15, 6, 8, 2): 64
(15, 13, 8, 13): 32
(10, 9, 2, 11): 64
(15, 10, 8, 10): 64
(15, 5, 8, 1): 96
(10, 7, 2, 0): 64
(10, 5, 2, 6): 64
(10, 2, 2, 4): 64
(15, 14, 8, 6): 64
(3, 6, 8, 11): 32
(11, 9, 2, 3): 64
(10, 1, 0, 8): 32
(6, 1, 8, 2): 80
(3, 8, 8, 0): 80
(3, 3, 8, 6): 32
(6, 14, 8, 9): 96
(10, 14, 0, 15): 64
(4, 5, 8, 13): 80
(3, 4, 8, 4): 48
(6, 12, 8, 14): 80
(6, 10, 8, 12): 96
(15, 7, 2, 3): 64
(8, 13, 8, 0): 96
(6, 6, 8, 11): 32
(4, 0, 8, 1): 16
(11, 3, 2, 7): 64
(10, 10, 0, 3): 64
(15, 12, 2, 8): 32
(6, 8, 8, 0): 80
(8, 6, 8, 7): 128
(15, 2, 2, 14): 64
(6, 3, 8, 6): 32
(6, 4, 8, 4): 48
(11, 6, 2, 10): 64
(2, 12, 8, 7): 80
(8, 3, 8, 11): 128
(11, 4, 2, 5): 32
(8, 4, 8, 15): 32
(4, 9, 8, 7): 80
(2, 14, 8, 5): 32
(8, 9, 8, 2): 32
(4, 2, 8, 9): 96
(2, 2, 8, 9): 96
(4, 1, 8, 6): 80
(8, 7, 8, 10): 128
(7, 1, 8, 10): 80
(11, 2, 2, 0): 64
(7, 14, 8, 5): 32
(8, 0, 8, 1): 96
(4, 11, 8, 3): 64
(11, 9, 2, 6): 64
(11, 7, 2, 4): 64
(8, 2, 8, 6): 128
(2, 0, 8, 11): 80
(5, 1, 8, 13): 80
(5, 10, 8, 10): 64
(2, 11, 8, 0): 32
(7, 7, 8, 12): 96
(8, 8, 8, 3): 32
(5, 12, 8, 8): 48
(11, 13, 0, 8): 32
(8, 5, 8, 14): 32
(5, 14, 8, 6): 64
(11, 10, 0, 15): 64
(7, 11, 8, 0): 32
(7, 13, 8, 6): 80
(4, 12, 8, 1): 48
(5, 10, 8, 15): 64
(9, 12, 8, 0): 96
(0, 12, 8, 8): 48
(11, 14, 0, 3): 64
(9, 2, 8, 7): 128
(5, 14, 8, 3): 64
(5, 3, 8, 7): 32
(9, 0, 8, 5): 96
(5, 4, 8, 1): 16
(4, 9, 8, 2): 80
(9, 7, 8, 11): 128
(5, 6, 8, 10): 32
(0, 3, 8, 7): 32
(5, 8, 8, 5): 48
(0, 4, 8, 1): 16
(4, 2, 8, 12): 96
(0, 6, 8, 10): 32
(4, 7, 2, 2): 96
(0, 8, 8, 5): 48
(0, 0, 8, 2): 80
(9, 3, 8, 10): 128
(9, 5, 2, 9): 32
(4, 11, 8, 6): 64
(6, 1, 8, 3): 80
(0, 11, 8, 9): 96
(4, 13, 8, 4): 48
(5, 5, 8, 5): 80
(9, 1, 8, 1): 96
(5, 1, 8, 8): 80
(9, 8, 2, 13): 32
(0, 15, 8, 12): 96
(5, 9, 8, 1): 48
(6, 4, 8, 1): 48
(9, 6, 8, 6): 128
(5, 12, 8, 13): 48
(9, 13, 8, 4): 96
(4, 6, 2, 15): 96
(6, 1, 8, 8): 48
(6, 9, 8, 5): 80
(6, 0, 8, 2): 80
(4, 1, 2, 1): 48
(9, 9, 2, 8): 32
(9, 4, 2, 12): 32
(6, 0, 8, 7): 80
(4, 10, 8, 5): 32
(6, 15, 8, 12): 96
(5, 10, 2, 2): 64
(10, 2, 2, 15): 64
(6, 13, 8, 11): 80
(6, 5, 8, 4): 48
(5, 14, 2, 14): 64
(6, 11, 8, 9): 96
(5, 2, 8, 11): 32
(1, 10, 8, 5): 32
(10, 7, 2, 2): 64
(7, 10, 8, 15): 64
(5, 5, 8, 0): 80
(10, 12, 2, 13): 32
(1, 7, 8, 9): 96
(7, 8, 8, 13): 80
(5, 7, 8, 6): 32
(7, 14, 8, 3): 64
(5, 9, 8, 4): 48
(4, 15, 8, 0): 32
(5, 9, 2, 15): 48
(6, 5, 8, 1): 48
(1, 13, 8, 11): 80
(7, 12, 8, 1): 16
(7, 2, 8, 13): 96
(10, 15, 8, 10): 64
(7, 2, 8, 8): 96
(1, 15, 8, 0): 32
(6, 1, 8, 13): 48
(7, 5, 8, 10): 80
(10, 4, 8, 1): 96
(10, 11, 8, 6): 64
(7, 11, 8, 7): 64
(5, 3, 2, 13): 32
(10, 6, 8, 3): 64
(7, 0, 8, 1): 48
(2, 7, 8, 13): 96
(10, 13, 8, 8): 32
(5, 6, 2, 9): 32
(7, 0, 8, 15): 80
(10, 3, 8, 14): 64
(7, 15, 8, 0): 32
(7, 8, 8, 7): 80
(6, 15, 8, 9): 96
(11, 7, 2, 15): 64
(2, 0, 8, 1): 48
(8, 7, 8, 15): 128
(6, 13, 8, 14): 80
(11, 2, 2, 2): 64
(6, 11, 8, 12): 96
(8, 12, 8, 13): 96
(8, 2, 8, 3): 128
(11, 0, 2, 13): 32
(6, 7, 8, 11): 32
(7, 14, 8, 6): 64
(7, 10, 8, 5): 32
(7, 1, 8, 4): 48
(6, 2, 8, 6): 32
(7, 12, 8, 3): 80
(7, 5, 8, 15): 80
(2, 14, 8, 6): 64
(6, 4, 2, 15): 48
(2, 1, 8, 4): 48
(8, 6, 8, 2): 128
(11, 11, 8, 10): 64
(3, 1, 8, 8): 48
(11, 9, 8, 1): 96
(6, 6, 8, 7): 32
(3, 14, 8, 15): 64
(8, 3, 8, 14): 128
(3, 12, 8, 13): 80
(11, 15, 8, 6): 64
(8, 1, 8, 12): 96
(3, 10, 8, 3): 64
(6, 8, 8, 1): 16
(0, 5, 8, 4): 16
(6, 3, 8, 10): 32
(7, 0, 8, 10): 80
(3, 6, 8, 7): 32
(11, 3, 8, 3): 64
(0, 9, 8, 0): 48
(7, 15, 8, 5): 32
(3, 8, 8, 1): 16
(6, 6, 2, 13): 32
(11, 1, 8, 8): 32
(3, 3, 8, 10): 32
(0, 10, 8, 12): 96
(7, 8, 8, 2): 80
(6, 1, 2, 11): 48
(11, 6, 8, 14): 64
(3, 4, 8, 5): 48
(9, 3, 8, 15): 128
(0, 12, 8, 11): 80
(6, 0, 8, 14): 80
(6, 3, 2, 9): 32
(0, 14, 8, 9): 96
(9, 6, 8, 3): 128
(4, 8, 8, 9): 48
(7, 3, 2, 2): 96
(9, 9, 8, 7): 32
(7, 10, 8, 0): 32
(9, 4, 8, 10): 32
(4, 13, 8, 10): 80
(7, 12, 8, 6): 80
(9, 2, 8, 2): 128
(1, 2, 8, 8): 96
(0, 13, 8, 8): 48
(9, 7, 8, 14): 128
(4, 4, 10, 9): 48
(1, 0, 8, 2): 80
(9, 5, 8, 11): 32
(4, 4, 8, 8): 80
(4, 11, 10, 2): 64
(7, 2, 2, 15): 96
(4, 9, 10, 13): 80
(9, 8, 8, 6): 32
(4, 9, 8, 12): 48
(4, 0, 10, 10): 80
(1, 11, 8, 0): 32
(7, 0, 2, 1): 80
(0, 2, 8, 7): 32
(5, 14, 8, 7): 64
(0, 5, 8, 1): 16
(4, 12, 10, 6): 80
(0, 7, 8, 10): 32
(5, 10, 8, 11): 64
(1, 8, 8, 11): 80
(0, 9, 8, 5): 48
(7, 8, 2, 11): 48
(4, 14, 10, 3): 64
(4, 8, 10, 8): 80
(1, 12, 8, 14): 80
(9, 0, 8, 0): 96
(1, 14, 8, 5): 32
(10, 1, 8, 5): 32
(4, 5, 10, 12): 48
(0, 12, 8, 14): 80
(5, 9, 10, 0): 80
(12, 13, 8, 4): 96
(10, 14, 8, 2): 64
(5, 11, 10, 7): 64
(0, 3, 2, 12): 32
(10, 10, 8, 14): 64
(0, 13, 2, 7): 48
(5, 4, 10, 5): 48
(0, 6, 2, 8): 32
(5, 15, 10, 11): 64
(2, 4, 8, 6): 80
(5, 6, 8, 3): 32
(2, 10, 8, 2): 64
(8, 15, 8, 1): 64
(10, 7, 8, 0): 64
(5, 3, 8, 14): 32
(0, 8, 2, 3): 48
(13, 15, 8, 1): 64
(1, 0, 8, 7): 80
(5, 13, 8, 12): 48
(8, 11, 8, 5): 64
(10, 2, 8, 4): 64
(13, 11, 8, 5): 64
(6, 5, 8, 5): 48
(2, 2, 8, 12): 96
(2, 9, 8, 11): 80
(1, 11, 8, 5): 32
(0, 0, 2, 9): 48
(8, 14, 8, 0): 64
(6, 12, 8, 2): 80
(11, 13, 8, 5): 32
(5, 2, 10, 3): 32
(1, 8, 8, 14): 80
(8, 10, 8, 4): 64
(11, 10, 8, 2): 64
(5, 12, 10, 8): 80
(1, 3, 2, 14): 96
(11, 0, 8, 15): 64
(5, 7, 10, 14): 32
(1, 12, 8, 11): 80
(13, 14, 8, 0): 64
(3, 15, 8, 10): 64
(1, 4, 2, 10): 48
(5, 0, 10, 12): 48
(11, 14, 8, 14): 64
(6, 4, 10, 0): 80
(1, 14, 8, 0): 32
(11, 13, 8, 3): 64
(13, 10, 8, 4): 64
(3, 11, 8, 6): 64
(6, 3, 8, 3): 32
(1, 9, 2, 7): 48
(6, 9, 10, 5): 48
(11, 2, 8, 0): 64
(3, 9, 8, 4): 16
(6, 6, 8, 14): 32
(11, 7, 8, 4): 64
(14, 13, 8, 3): 64
(14, 2, 8, 7): 64
(11, 5, 8, 5): 32
(1, 0, 2, 4): 48
(2, 4, 8, 3): 80
(12, 6, 8, 15): 128
(1, 2, 2, 3): 96
(2, 10, 8, 7): 64
(2, 1, 8, 1): 48
(14, 7, 8, 10): 64
(12, 3, 8, 3): 128
(12, 4, 8, 7): 32
(14, 5, 8, 5): 32
(12, 9, 8, 10): 32
(11, 3, 8, 0): 64
(12, 7, 8, 2): 128
(2, 9, 8, 14): 80
(11, 6, 8, 4): 64
(2, 7, 2, 14): 96
(6, 7, 10, 3): 32
(14, 4, 8, 11): 64
(12, 2, 8, 14): 128
(10, 13, 8, 15): 64
(14, 3, 8, 0): 64
(6, 2, 10, 14): 32
(14, 8, 8, 6): 64
(2, 15, 8, 6): 64
(14, 6, 8, 4): 64
(12, 8, 8, 11): 32
(3, 0, 8, 8): 48
(12, 11, 8, 2): 64
(15, 13, 8, 15): 64
(3, 13, 8, 13): 80
(12, 5, 8, 6): 32
(10, 9, 8, 5): 32
(2, 6, 2, 3): 96
(12, 15, 8, 15): 64
(15, 0, 8, 3): 64
(3, 7, 8, 7): 32
(13, 2, 8, 15): 128
(2, 13, 2, 1): 48
(15, 7, 8, 7): 64
(3, 9, 8, 1): 16
(13, 0, 8, 13): 96
(3, 2, 8, 10): 32
(13, 7, 8, 3): 128
(15, 2, 8, 10): 64
(3, 5, 8, 5): 48
(15, 9, 8, 5): 32
(10, 6, 8, 0): 64
(12, 10, 8, 14): 64
(3, 15, 2, 2): 64
(0, 6, 8, 15): 32
(10, 3, 8, 4): 64
(0, 1, 8, 9): 16
(3, 11, 2, 14): 64
(0, 3, 8, 2): 32
(12, 14, 8, 3): 64
(13, 3, 8, 2): 128
(15, 6, 8, 0): 64
(15, 4, 8, 6): 64
(13, 6, 8, 14): 128
(3, 6, 2, 12): 32
(15, 3, 8, 4): 64
(13, 13, 8, 12): 96
(3, 3, 2, 8): 32
(13, 11, 8, 1): 64
(13, 12, 8, 2): 32
(13, 15, 8, 5): 64
(13, 14, 8, 4): 64
(12, 11, 8, 7): 64
(0, 5, 10, 0): 48
(13, 1, 8, 15): 32
(8, 11, 8, 1): 64
(13, 10, 8, 0): 64
(8, 15, 8, 5): 64
(0, 8, 10, 5): 80
(3, 0, 2, 13): 80
(12, 15, 8, 10): 64
(12, 0, 8, 5): 96
(0, 2, 10, 15): 32
(14, 7, 8, 1): 64
(0, 12, 10, 9): 16
(13, 0, 8, 14): 32
(14, 2, 8, 5): 64
(0, 7, 10, 2): 32
(8, 10, 8, 0): 64
(14, 15, 8, 2): 64
(13, 13, 8, 3): 32
(0, 0, 10, 13): 48
(12, 10, 8, 11): 64
(8, 14, 8, 4): 64
(14, 11, 8, 14): 64
(14, 1, 8, 10): 64
(12, 14, 8, 6): 64
(14, 12, 8, 6): 64
(14, 13, 8, 0): 32
(14, 8, 8, 4): 96
(12, 1, 8, 1): 96
(14, 4, 8, 0): 32
(0, 13, 10, 14): 80
(13, 12, 8, 7): 32
(9, 12, 8, 5): 96
(13, 14, 8, 1): 64
(13, 1, 8, 10): 32
(15, 2, 8, 1): 64
(13, 10, 8, 5): 64
(14, 9, 8, 3): 64
(15, 7, 8, 5): 64
(15, 11, 8, 2): 64
(15, 15, 8, 14): 64
(13, 0, 8, 11): 32
(10, 12, 8, 15): 64
(15, 1, 8, 6): 64
(13, 15, 8, 0): 64
(15, 1, 8, 3): 64
(13, 13, 8, 6): 32
(10, 1, 8, 3): 64
(13, 11, 8, 4): 64
(15, 1, 8, 0): 32
(15, 3, 8, 1): 64
(14, 1, 8, 15): 64
(10, 3, 8, 1): 64
(10, 8, 8, 10): 64
(15, 8, 8, 0): 32
(15, 6, 8, 5): 64
(14, 12, 8, 3): 64
(10, 6, 8, 5): 64
(14, 3, 8, 7): 64
(14, 6, 8, 10): 64
(15, 9, 8, 14): 64
(0, 4, 10, 1): 48
(14, 4, 8, 5): 32
(3, 4, 8, 0): 48
(15, 5, 8, 3): 64
(15, 9, 8, 0): 32
(10, 2, 8, 11): 64
(3, 11, 8, 7): 64
(0, 9, 10, 5): 80
(10, 9, 8, 0): 32
(3, 9, 8, 5): 80
(10, 7, 8, 6): 64
(0, 0, 10, 2): 80
(2, 13, 10, 11): 80
(3, 15, 8, 11): 64
(15, 5, 8, 4): 96
(0, 12, 10, 14): 80
(3, 3, 8, 15): 32
(11, 1, 8, 15): 64
(8, 1, 8, 2): 32
(3, 13, 8, 9): 16
(3, 6, 8, 2): 32
(14, 2, 8, 0): 64
(14, 9, 8, 6): 64
(3, 1, 8, 13): 48
(8, 12, 8, 15): 32
(0, 8, 10, 0): 80
(11, 8, 8, 7): 64
(14, 7, 8, 4): 64
(14, 6, 8, 1): 64
(0, 5, 10, 4): 48
(14, 11, 2, 15): 64
(11, 6, 8, 1): 64
(11, 4, 8, 10): 64
(14, 3, 8, 5): 64
(14, 15, 2, 3): 64
(11, 3, 8, 5): 64
(2, 10, 10, 3): 64
(1, 4, 10, 13): 48
(15, 6, 8, 7): 64
(1, 15, 10, 3): 64
(8, 13, 8, 14): 32
(8, 0, 8, 3): 32
(11, 7, 8, 11): 64
(14, 1, 2, 13): 32
(15, 3, 8, 10): 64
(11, 5, 8, 0): 32
(3, 8, 10, 0): 48
(15, 8, 8, 5): 32
(14, 5, 8, 0): 32
(11, 2, 8, 6): 64
(3, 14, 10, 7): 64
(11, 9, 8, 4): 96
(4, 2, 10, 8): 96
(3, 5, 10, 5): 80
(9, 15, 8, 2): 64
(3, 10, 10, 11): 64
(1, 7, 10, 13): 96
(3, 7, 10, 15): 32
(9, 11, 8, 15): 64
(15, 9, 8, 11): 64
(4, 11, 10, 7): 64
(3, 0, 10, 9): 16
(15, 7, 8, 0): 64
(4, 0, 10, 1): 48
(3, 2, 10, 2): 32
(1, 0, 10, 1): 48
(15, 5, 8, 6): 64
(1, 0, 10, 4): 48
(3, 12, 10, 13): 48
(15, 2, 8, 4): 64
(15, 15, 2, 15): 64
(2, 9, 10, 13): 48
(2, 11, 10, 3): 64
(9, 14, 8, 14): 64
(15, 11, 2, 3): 64
(9, 10, 8, 3): 64
(8, 1, 8, 7): 32
(8, 10, 8, 1): 64
(1, 14, 10, 6): 64
(4, 14, 10, 6): 64
(10, 13, 8, 10): 64
(15, 13, 2, 13): 32
(4, 1, 10, 4): 48
(1, 1, 10, 4): 48
(8, 12, 8, 10): 32
(5, 13, 10, 8): 80
(8, 14, 8, 5): 64
(5, 15, 10, 15): 64
(10, 5, 8, 2): 64
(12, 12, 10, 0): 96
(13, 8, 8, 15): 32
(2, 5, 10, 14): 80
(5, 0, 10, 13): 48
(12, 2, 10, 7): 128
(5, 11, 10, 3): 64
(13, 5, 8, 2): 32
(12, 0, 10, 5): 96
(10, 9, 8, 15): 64
(12, 7, 10, 11): 128
(8, 13, 8, 11): 32
(2, 12, 10, 4): 48
(8, 11, 8, 0): 64
(0, 1, 10, 2): 80
(8, 0, 8, 6): 32
(0, 14, 10, 9): 96
(8, 15, 8, 4): 64
(13, 4, 8, 3): 32
(0, 10, 10, 12): 96
(12, 3, 10, 10): 128
(0, 6, 10, 11): 32
(10, 8, 8, 5): 32
(12, 1, 10, 1): 96
(13, 9, 8, 14): 32
(5, 6, 10, 11): 32
(12, 6, 10, 6): 128
(5, 8, 10, 0): 80
(0, 3, 10, 6): 32
(5, 3, 10, 6): 32
(12, 13, 10, 4): 96
(0, 4, 10, 4): 48
(3, 0, 10, 8): 80
(5, 4, 10, 4): 48
(9, 15, 8, 7): 64
(11, 0, 8, 10): 64
(3, 11, 10, 15): 64
(3, 13, 10, 13): 48
(11, 13, 8, 6): 64
(9, 11, 8, 10): 64
(3, 15, 10, 3): 64
(14, 7, 8, 15): 64
(6, 13, 10, 13): 48
(13, 13, 10, 0): 96
(13, 6, 10, 7): 128
(14, 2, 8, 2): 64
(11, 5, 8, 15): 64
(14, 0, 8, 13): 32
(13, 3, 10, 11): 128
(9, 14, 8, 11): 64
(13, 4, 10, 15): 32
(6, 12, 10, 2): 80
(6, 10, 10, 9): 96
(9, 10, 8, 6): 64
(13, 9, 10, 2): 32
(9, 1, 8, 4): 96
(6, 1, 10, 14): 80
(3, 3, 10, 11): 32
(4, 8, 10, 13): 80
(6, 14, 10, 12): 96
(3, 4, 10, 0): 80
(13, 7, 10, 10): 128
(11, 4, 8, 5): 32
(6, 3, 10, 11): 32
(3, 6, 10, 6): 32
(13, 0, 10, 1): 96
(3, 8, 10, 4): 48
(4, 12, 10, 1): 16
(10, 5, 8, 7): 64
(13, 2, 10, 6): 128
(6, 6, 10, 6): 32
(4, 8, 10, 10): 80
(10, 2, 8, 1): 64
(6, 8, 10, 4): 48
(13, 8, 10, 3): 32
(10, 9, 8, 10): 64
(13, 5, 10, 14): 32
(10, 7, 8, 5): 64
(15, 2, 8, 15): 64
(2, 10, 10, 5): 32
(4, 5, 10, 7): 80
(4, 13, 10, 6): 80
(15, 7, 8, 2): 64
(7, 12, 10, 10): 80
(10, 3, 8, 11): 64
(15, 12, 8, 13): 32
(7, 10, 10, 5): 32
(10, 8, 8, 0): 32
(2, 7, 10, 9): 96
(14, 3, 10, 15): 64
(4, 7, 10, 9): 96
(10, 6, 8, 6): 64
(10, 4, 8, 4): 96
(7, 2, 10, 12): 96
(14, 6, 10, 2): 64
(4, 15, 10, 3): 64
(7, 15, 10, 0): 32
(14, 13, 10, 13): 32
(10, 13, 2, 8): 32
(14, 10, 10, 10): 64
(2, 15, 10, 0): 32
(5, 12, 10, 13): 80
(10, 10, 2, 15): 64
(7, 0, 10, 6): 80
(14, 5, 10, 1): 96
(5, 14, 10, 10): 64
(0, 1, 10, 8): 48
(5, 1, 10, 8): 48
(10, 14, 2, 3): 64
(14, 14, 10, 6): 64
(5, 14, 10, 15): 64
(5, 10, 10, 6): 64
(11, 7, 8, 1): 64
(8, 5, 8, 15): 32
(11, 5, 8, 10): 64
(0, 6, 10, 7): 32
(11, 2, 8, 5): 64
(8, 8, 8, 2): 32
(5, 10, 10, 3): 64
(0, 8, 10, 1): 16
(5, 6, 10, 7): 32
(0, 3, 10, 10): 32
(5, 8, 10, 1): 16
(5, 3, 10, 10): 32
(6, 1, 10, 15): 80
(0, 4, 10, 5): 48
(11, 6, 8, 11): 64
(0, 15, 10, 9): 96
(15, 6, 10, 15): 64
(8, 9, 8, 3): 32
(0, 0, 10, 14): 80
(6, 9, 10, 1): 48
(11, 4, 8, 0): 32
(0, 11, 10, 12): 96
(5, 9, 10, 5): 80
(11, 1, 2, 8): 32
(11, 3, 8, 6): 64
(8, 4, 8, 14): 32
(15, 3, 10, 2): 64
(6, 4, 10, 5): 80
(11, 14, 2, 15): 64
(5, 5, 10, 1): 48
(4, 8, 10, 15): 80
(15, 1, 10, 13): 32
(15, 14, 10, 10): 64
(11, 10, 2, 3): 64
(15, 8, 10, 1): 96
(6, 12, 10, 8): 48
(6, 0, 10, 14): 80
(15, 10, 10, 6): 64
(4, 1, 10, 1): 48
(1, 12, 10, 7): 80
(6, 5, 10, 0): 80
(4, 5, 10, 2): 80
(1, 14, 10, 5): 32
(8, 1, 10, 0): 96
(6, 13, 10, 7): 80
(4, 1, 10, 10): 80
(1, 2, 10, 9): 96
(7, 14, 10, 15): 64
(8, 3, 10, 7): 128
(4, 7, 10, 12): 96
(6, 11, 10, 12): 96
(7, 5, 10, 13): 80
(4, 14, 10, 5): 32
(7, 10, 10, 3): 64
(6, 0, 10, 11): 80
(8, 6, 10, 11): 128
(6, 15, 10, 9): 96
(1, 0, 10, 11): 80
(7, 0, 10, 1): 16
(8, 9, 10, 15): 32
(1, 11, 10, 0): 32
(4, 15, 10, 6): 64
(6, 5, 10, 5): 80
(4, 0, 10, 4): 48
(4, 12, 8, 15): 80
(4, 11, 10, 0): 32
(7, 4, 10, 2): 80
(8, 4, 10, 2): 32
(7, 7, 10, 13): 96
(4, 0, 8, 3): 80
(5, 1, 10, 13): 48
(7, 7, 10, 8): 96
(2, 2, 10, 13): 96
(7, 9, 10, 10): 80
(8, 2, 10, 10): 128
(8, 12, 10, 1): 96
(2, 13, 10, 1): 48
(8, 7, 10, 6): 128
(5, 4, 8, 5): 80
(7, 1, 10, 6): 80
(8, 5, 10, 3): 32
(5, 15, 8, 2): 64
(7, 15, 10, 7): 64
(5, 9, 8, 0): 48
(7, 13, 10, 1): 48
(7, 13, 10, 15): 80
(8, 2, 10, 15): 128
(5, 11, 8, 14): 64
(7, 11, 10, 0): 32
(8, 0, 10, 13): 96
(8, 8, 10, 14): 32
(7, 4, 10, 7): 80
(5, 7, 10, 11): 32
(8, 7, 10, 3): 128
(10, 7, 8, 3): 64
(9, 0, 10, 0): 96
(10, 12, 8, 8): 32
(5, 2, 10, 6): 32
(9, 7, 10, 7): 128
(10, 2, 8, 14): 64
(5, 5, 10, 4): 48
(9, 12, 10, 5): 96
(2, 10, 10, 6): 64
(9, 2, 10, 11): 128
(3, 12, 10, 8): 48
(8, 3, 10, 2): 128
(6, 12, 10, 13): 48
(3, 10, 10, 15): 64
(7, 10, 10, 6): 64
(7, 14, 10, 5): 32
(7, 12, 10, 4): 48
(3, 1, 10, 13): 80
(8, 6, 10, 14): 128
(7, 1, 10, 3): 80
(8, 13, 10, 12): 96
(5, 0, 8, 13): 80
(3, 14, 10, 3): 64
(3, 3, 10, 7): 32
(5, 12, 8, 9): 48
(9, 6, 10, 10): 128
(3, 4, 10, 1): 16
(9, 13, 10, 1): 96
(3, 6, 10, 10): 32
(6, 13, 10, 2): 80
(6, 3, 10, 7): 32
(9, 3, 10, 6): 128
(3, 8, 10, 5): 48
(6, 11, 10, 9): 96
(6, 4, 8, 0): 48
(6, 4, 10, 1): 16
(9, 1, 10, 4): 96
(9, 6, 10, 15): 128
(6, 15, 10, 12): 96
(0, 9, 10, 4): 16
(6, 6, 10, 10): 32
(6, 2, 10, 11): 32
(11, 2, 8, 3): 64
(6, 8, 10, 5): 48
(9, 3, 10, 3): 128
(6, 0, 10, 2): 80
(11, 0, 8, 8): 32
(6, 7, 10, 6): 32
